n_steps,MAE,MSE,RMSE,R2,NMSE,MedianAE,MaxError,MeanResidual,StdResidual,model_name
200,18.67467644916531,783.8329242431419,27.997016345374053,0.5301154471920897,0.46988455280791025,12.761392277547472,174.204947598817,2.2278365064965002,27.908236575309864,Baseline
